id,url,domain,category,priority,enabled
new-0137,https://dnsmadeeasy.com/,dnsmadeeasy.com,ranked-new-corpus,999712,true
new-0138,https://nature.com/,nature.com,ranked-new-corpus,999710,true
new-0139,https://drom.ru/,drom.ru,ranked-new-corpus,999709,true
new-0140,https://crpt.ru/,crpt.ru,ranked-new-corpus,999707,true
new-0141,https://weibo.com/,weibo.com,ranked-new-corpus,999702,true
new-0142,https://steampowered.com/,steampowered.com,ranked-new-corpus,999700,true
new-0143,https://gov.uk/,gov.uk,ranked-new-corpus,999699,true
new-0144,https://harvard.edu/,harvard.edu,ranked-new-corpus,999696,true
new-0145,https://alibaba.com/,alibaba.com,ranked-new-corpus,999694,true
new-0146,https://debian.org/,debian.org,ranked-new-corpus,999693,true
new-0147,https://ea.com/,ea.com,ranked-new-corpus,999688,true
new-0148,https://ok.ru/,ok.ru,ranked-new-corpus,999685,true
new-0149,https://wiley.com/,wiley.com,ranked-new-corpus,999684,true
new-0150,https://php.net/,php.net,ranked-new-corpus,999682,true
new-0151,https://samsungqbe.com/,samsungqbe.com,ranked-new-corpus,999680,true
new-0152,https://shalltry.com/,shalltry.com,ranked-new-corpus,999679,true
new-0153,https://douyincdn.com/,douyincdn.com,ranked-new-corpus,999678,true
new-0154,https://amazon.co.uk/,amazon.co.uk,ranked-new-corpus,999677,true
new-0155,https://googleblog.com/,googleblog.com,ranked-new-corpus,999676,true
new-0156,https://worldnic.com/,worldnic.com,ranked-new-corpus,999675,true
new-0157,https://vecdnlb.com/,vecdnlb.com,ranked-new-corpus,999674,true
new-0158,https://hostinger.com/,hostinger.com,ranked-new-corpus,999672,true
new-0159,https://myshopify.com/,myshopify.com,ranked-new-corpus,999671,true
new-0160,https://namecheap.com/,namecheap.com,ranked-new-corpus,999670,true
new-0161,https://akamaihd.net/,akamaihd.net,ranked-new-corpus,999669,true
new-0162,https://name.com/,name.com,ranked-new-corpus,999667,true
new-0163,https://trueconf.net/,trueconf.net,ranked-new-corpus,999666,true
new-0164,https://gnu.org/,gnu.org,ranked-new-corpus,999665,true
new-0165,https://bilibili.com/,bilibili.com,ranked-new-corpus,999662,true
new-0166,https://hostgator.com/,hostgator.com,ranked-new-corpus,999659,true
new-0167,https://trustpilot.com/,trustpilot.com,ranked-new-corpus,999656,true
new-0168,https://naver.com/,naver.com,ranked-new-corpus,999655,true
new-0169,https://wildberries.ru/,wildberries.ru,ranked-new-corpus,999653,true
new-0170,https://checkpoint.com/,checkpoint.com,ranked-new-corpus,999652,true
new-0171,https://edgcdn.net/,edgcdn.net,ranked-new-corpus,999650,true
new-0172,https://spaceweb.pro/,spaceweb.pro,ranked-new-corpus,999649,true
new-0173,https://un.org/,un.org,ranked-new-corpus,999648,true
new-0174,https://cdc.gov/,cdc.gov,ranked-new-corpus,999647,true
new-0175,https://weebly.com/,weebly.com,ranked-new-corpus,999644,true
new-0176,https://tradingview.com/,tradingview.com,ranked-new-corpus,999640,true
new-0177,https://washingtonpost.com/,washingtonpost.com,ranked-new-corpus,999638,true
new-0178,https://issuu.com/,issuu.com,ranked-new-corpus,999637,true
new-0179,https://selectel.ru/,selectel.ru,ranked-new-corpus,999636,true
new-0180,https://indeed.com/,indeed.com,ranked-new-corpus,999634,true
new-0181,https://wsj.com/,wsj.com,ranked-new-corpus,999633,true
new-0182,https://bloomberg.com/,bloomberg.com,ranked-new-corpus,999632,true
new-0183,https://live-video.net/,live-video.net,ranked-new-corpus,999630,true
new-0184,https://stanford.edu/,stanford.edu,ranked-new-corpus,999629,true
new-0185,https://calendly.com/,calendly.com,ranked-new-corpus,999628,true
new-0186,https://samsungcloudsolution.com/,samsungcloudsolution.com,ranked-new-corpus,999627,true
new-0187,https://mobile.de/,mobile.de,ranked-new-corpus,999626,true
new-0188,https://cookiedatabase.org/,cookiedatabase.org,ranked-new-corpus,999625,true
new-0189,https://cdnbuild.net/,cdnbuild.net,ranked-new-corpus,999623,true
new-0190,https://volcfcdndvs.com/,volcfcdndvs.com,ranked-new-corpus,999620,true
new-0191,https://plesk.com/,plesk.com,ranked-new-corpus,999619,true
new-0192,https://amazon.de/,amazon.de,ranked-new-corpus,999616,true
new-0193,https://gitlab.com/,gitlab.com,ranked-new-corpus,999615,true
new-0194,https://tp-link.com/,tp-link.com,ranked-new-corpus,999612,true
new-0195,https://yandex.com/,yandex.com,ranked-new-corpus,999610,true
new-0196,https://paloaltonetworks.com/,paloaltonetworks.com,ranked-new-corpus,999609,true
new-0197,https://bsky.app/,bsky.app,ranked-new-corpus,999606,true
new-0198,https://dnspod.net/,dnspod.net,ranked-new-corpus,999603,true
new-0199,https://rocket-cdn.com/,rocket-cdn.com,ranked-new-corpus,999602,true
new-0200,https://vivoglobal.com/,vivoglobal.com,ranked-new-corpus,999600,true
new-0201,https://kwai-pro.com/,kwai-pro.com,ranked-new-corpus,999599,true
new-0202,https://gandi-ns.fr/,gandi-ns.fr,ranked-new-corpus,999597,true
new-0203,https://netangels.ru/,netangels.ru,ranked-new-corpus,999596,true
new-0204,https://ezvizlife.com/,ezvizlife.com,ranked-new-corpus,999595,true
new-0205,https://aliexpress.com/,aliexpress.com,ranked-new-corpus,999594,true
new-0206,https://nasa.gov/,nasa.gov,ranked-new-corpus,999593,true
new-0207,https://xcal.tv/,xcal.tv,ranked-new-corpus,999589,true
new-0208,https://163.com/,163.com,ranked-new-corpus,999587,true
new-0209,https://unsplash.com/,unsplash.com,ranked-new-corpus,999586,true
new-0210,https://globo.com/,globo.com,ranked-new-corpus,999585,true
new-0211,https://heytapdl.com/,heytapdl.com,ranked-new-corpus,999584,true
new-0212,https://brave.com/,brave.com,ranked-new-corpus,999583,true
new-0213,https://mynetname.net/,mynetname.net,ranked-new-corpus,999582,true
new-0214,https://line.me/,line.me,ranked-new-corpus,999581,true
new-0215,https://tiktokv.eu/,tiktokv.eu,ranked-new-corpus,999580,true
new-0216,https://dailymotion.com/,dailymotion.com,ranked-new-corpus,999579,true
new-0217,https://supercell.com/,supercell.com,ranked-new-corpus,999578,true
new-0218,https://amazonalexa.com/,amazonalexa.com,ranked-new-corpus,999577,true
new-0219,https://expireddomains.com/,expireddomains.com,ranked-new-corpus,999576,true
new-0220,https://vkuser.net/,vkuser.net,ranked-new-corpus,999573,true
new-0221,https://steamcommunity.com/,steamcommunity.com,ranked-new-corpus,999572,true
new-0222,https://beian.gov.cn/,beian.gov.cn,ranked-new-corpus,999571,true
new-0223,https://kaspersky-labs.com/,kaspersky-labs.com,ranked-new-corpus,999569,true
new-0224,https://avcdn.net/,avcdn.net,ranked-new-corpus,999567,true
new-0225,https://taobao.com/,taobao.com,ranked-new-corpus,999566,true
new-0226,https://mi.com/,mi.com,ranked-new-corpus,999565,true
new-0227,https://enacdn.net/,enacdn.net,ranked-new-corpus,999563,true
new-0228,https://goodreads.com/,goodreads.com,ranked-new-corpus,999562,true
new-0229,https://kwaipros.com/,kwaipros.com,ranked-new-corpus,999561,true
new-0230,https://bluehost.com/,bluehost.com,ranked-new-corpus,999560,true
new-0231,https://dropcatch.com/,dropcatch.com,ranked-new-corpus,999558,true
new-0232,https://awsglobalaccelerator.com/,awsglobalaccelerator.com,ranked-new-corpus,999557,true
new-0233,https://twc.com/,twc.com,ranked-new-corpus,999556,true
new-0234,https://substack.com/,substack.com,ranked-new-corpus,999554,true
new-0235,https://chinamobile.com/,chinamobile.com,ranked-new-corpus,999553,true
new-0236,https://businessinsider.com/,businessinsider.com,ranked-new-corpus,999551,true
new-0237,https://cloudns.net/,cloudns.net,ranked-new-corpus,999550,true
new-0238,https://sina.com.cn/,sina.com.cn,ranked-new-corpus,999549,true
new-0239,https://netease.com/,netease.com,ranked-new-corpus,999548,true
new-0240,https://myqcloud.com/,myqcloud.com,ranked-new-corpus,999545,true
new-0241,https://go.com/,go.com,ranked-new-corpus,999543,true
new-0242,https://pixabay.com/,pixabay.com,ranked-new-corpus,999542,true
new-0243,https://g.page/,g.page,ranked-new-corpus,999541,true
new-0244,https://speedtest.net/,speedtest.net,ranked-new-corpus,999537,true
new-0245,https://avsxappcaptiveportal.com/,avsxappcaptiveportal.com,ranked-new-corpus,999536,true
new-0246,https://edgecdn.ru/,edgecdn.ru,ranked-new-corpus,999535,true
new-0247,https://sohu.com/,sohu.com,ranked-new-corpus,999534,true
new-0248,https://timeweb.ru/,timeweb.ru,ranked-new-corpus,999533,true
new-0249,https://eye4.cn/,eye4.cn,ranked-new-corpus,999532,true
new-0250,https://tencent-cloud.net/,tencent-cloud.net,ranked-new-corpus,999531,true
new-0251,https://mikrotik.com/,mikrotik.com,ranked-new-corpus,999528,true
new-0252,https://nflximg.com/,nflximg.com,ranked-new-corpus,999527,true
new-0253,https://cnbc.com/,cnbc.com,ranked-new-corpus,999526,true
new-0254,https://firetvcaptiveportal.com/,firetvcaptiveportal.com,ranked-new-corpus,999525,true
new-0255,https://arxiv.org/,arxiv.org,ranked-new-corpus,999523,true
new-0256,https://bdydns.com/,bdydns.com,ranked-new-corpus,999521,true
new-0257,https://kwai.net/,kwai.net,ranked-new-corpus,999520,true
new-0258,https://duolingo.com/,duolingo.com,ranked-new-corpus,999519,true
new-0259,https://list-manage.com/,list-manage.com,ranked-new-corpus,999518,true
new-0260,https://statista.com/,statista.com,ranked-new-corpus,999517,true
new-0261,https://vercel-dns-016.com/,vercel-dns-016.com,ranked-new-corpus,999516,true
new-0262,https://aol.com/,aol.com,ranked-new-corpus,999515,true
new-0263,https://adriver.ru/,adriver.ru,ranked-new-corpus,999513,true
new-0264,https://libp2p.direct/,libp2p.direct,ranked-new-corpus,999512,true
new-0265,https://addtoany.com/,addtoany.com,ranked-new-corpus,999511,true
new-0266,https://ietf.org/,ietf.org,ranked-new-corpus,999510,true
new-0267,https://nease.net/,nease.net,ranked-new-corpus,999509,true
new-0268,https://atlassian.net/,atlassian.net,ranked-new-corpus,999508,true
new-0269,https://quora.com/,quora.com,ranked-new-corpus,999506,true
new-0270,https://scribd.com/,scribd.com,ranked-new-corpus,999505,true
new-0271,https://amazon.co.jp/,amazon.co.jp,ranked-new-corpus,999504,true
new-0272,https://markmonitor.com/,markmonitor.com,ranked-new-corpus,999503,true
new-0273,https://docker.com/,docker.com,ranked-new-corpus,999502,true
new-0274,https://npr.org/,npr.org,ranked-new-corpus,999501,true
new-0275,https://impervadns.net/,impervadns.net,ranked-new-corpus,999498,true
new-0276,https://ivi.ru/,ivi.ru,ranked-new-corpus,999496,true
new-0277,https://shein.com/,shein.com,ranked-new-corpus,999495,true
new-0278,https://eventbrite.com/,eventbrite.com,ranked-new-corpus,999492,true
new-0279,https://stackoverflow.com/,stackoverflow.com,ranked-new-corpus,999491,true
new-0280,https://mysql.com/,mysql.com,ranked-new-corpus,999490,true
new-0281,https://behance.net/,behance.net,ranked-new-corpus,999488,true
new-0282,https://foxnews.com/,foxnews.com,ranked-new-corpus,999487,true
new-0283,https://google.de/,google.de,ranked-new-corpus,999486,true
new-0284,https://indiatimes.com/,indiatimes.com,ranked-new-corpus,999485,true
new-0285,https://amzn.to/,amzn.to,ranked-new-corpus,999483,true
new-0286,https://gosuslugi.ru/,gosuslugi.ru,ranked-new-corpus,999481,true
new-0287,https://duckduckgo.com/,duckduckgo.com,ranked-new-corpus,999480,true
new-0288,https://ft.com/,ft.com,ranked-new-corpus,999478,true
new-0289,https://google.com.hk/,google.com.hk,ranked-new-corpus,999477,true
new-0290,https://ngenix.net/,ngenix.net,ranked-new-corpus,999476,true
new-0291,https://ui-dns.com/,ui-dns.com,ranked-new-corpus,999474,true
new-0292,https://discord.media/,discord.media,ranked-new-corpus,999472,true
new-0293,https://slideshare.net/,slideshare.net,ranked-new-corpus,999470,true
new-0294,https://squarespace.com/,squarespace.com,ranked-new-corpus,999469,true
new-0295,https://tplinkcloud.com/,tplinkcloud.com,ranked-new-corpus,999468,true
new-0296,https://squarespacedns.com/,squarespacedns.com,ranked-new-corpus,999467,true
new-0297,https://capcut.com/,capcut.com,ranked-new-corpus,999464,true
new-0298,https://elasticbeanstalk.com/,elasticbeanstalk.com,ranked-new-corpus,999462,true
new-0299,https://blogger.com/,blogger.com,ranked-new-corpus,999461,true
new-0300,https://fandom.com/,fandom.com,ranked-new-corpus,999460,true
new-0301,https://oxylabs.io/,oxylabs.io,ranked-new-corpus,999457,true
new-0302,https://noaa.gov/,noaa.gov,ranked-new-corpus,999455,true
new-0303,https://oup.com/,oup.com,ranked-new-corpus,999454,true
new-0304,https://wired.com/,wired.com,ranked-new-corpus,999453,true
new-0305,https://fast.com/,fast.com,ranked-new-corpus,999452,true
new-0306,https://share.google/,share.google,ranked-new-corpus,999451,true
new-0307,https://att.com/,att.com,ranked-new-corpus,999449,true
new-0308,https://patreon.com/,patreon.com,ranked-new-corpus,999448,true
new-0309,https://palmplaystore.com/,palmplaystore.com,ranked-new-corpus,999446,true
new-0310,https://translate.goog/,translate.goog,ranked-new-corpus,999444,true
new-0311,https://tandfonline.com/,tandfonline.com,ranked-new-corpus,999443,true
new-0312,https://time.com/,time.com,ranked-new-corpus,999439,true
new-0313,https://vidaahub.com/,vidaahub.com,ranked-new-corpus,999438,true
new-0314,https://sberbank.ru/,sberbank.ru,ranked-new-corpus,999436,true
new-0315,https://uol.com.br/,uol.com.br,ranked-new-corpus,999435,true
new-0316,https://eset.com/,eset.com,ranked-new-corpus,999433,true
new-0317,https://azure-dns.com/,azure-dns.com,ranked-new-corpus,999432,true
new-0318,https://deviantart.com/,deviantart.com,ranked-new-corpus,999431,true
new-0319,https://rakuten.co.jp/,rakuten.co.jp,ranked-new-corpus,999428,true
new-0320,https://usatoday.com/,usatoday.com,ranked-new-corpus,999426,true
new-0321,https://qlivecdn.com/,qlivecdn.com,ranked-new-corpus,999425,true
new-0322,https://tripadvisor.com/,tripadvisor.com,ranked-new-corpus,999423,true
new-0323,https://nstld.com/,nstld.com,ranked-new-corpus,999422,true
new-0324,https://aboutads.info/,aboutads.info,ranked-new-corpus,999421,true
new-0325,https://t-msedge.net/,t-msedge.net,ranked-new-corpus,999418,true
new-0326,https://target.com/,target.com,ranked-new-corpus,999417,true
new-0327,https://easebar.com/,easebar.com,ranked-new-corpus,999414,true
new-0328,https://my.com/,my.com,ranked-new-corpus,999413,true
new-0329,https://dreamhost.com/,dreamhost.com,ranked-new-corpus,999406,true
new-0330,https://bitrix24.ru/,bitrix24.ru,ranked-new-corpus,999405,true
new-0331,https://berkeley.edu/,berkeley.edu,ranked-new-corpus,999404,true
new-0332,https://ca.gov/,ca.gov,ranked-new-corpus,999403,true
new-0333,https://ieee.org/,ieee.org,ranked-new-corpus,999402,true
new-0334,https://imgsmail.ru/,imgsmail.ru,ranked-new-corpus,999401,true
new-0335,https://digitalocean.com/,digitalocean.com,ranked-new-corpus,999400,true
new-0336,https://avito.ru/,avito.ru,ranked-new-corpus,999398,true
new-0337,https://playstation.com/,playstation.com,ranked-new-corpus,999397,true
new-0338,https://telegraph.co.uk/,telegraph.co.uk,ranked-new-corpus,999396,true
new-0339,https://xiaomi.net/,xiaomi.net,ranked-new-corpus,999395,true
new-0340,https://whecloud.com/,whecloud.com,ranked-new-corpus,999394,true
new-0341,https://bx-msedge.net/,bx-msedge.net,ranked-new-corpus,999391,true
new-0342,https://cdn20.com/,cdn20.com,ranked-new-corpus,999390,true
new-0343,https://mdpi.com/,mdpi.com,ranked-new-corpus,999388,true
new-0344,https://cdnvideo.ru/,cdnvideo.ru,ranked-new-corpus,999387,true
new-0345,https://geobasket.ru/,geobasket.ru,ranked-new-corpus,999386,true
new-0346,https://free.fr/,free.fr,ranked-new-corpus,999385,true
new-0347,https://vercel-dns-3.com/,vercel-dns-3.com,ranked-new-corpus,999384,true
new-0348,https://amazon.fr/,amazon.fr,ranked-new-corpus,999383,true
new-0349,https://threads.com/,threads.com,ranked-new-corpus,999381,true
new-0350,https://wswebcdn.com/,wswebcdn.com,ranked-new-corpus,999379,true
new-0351,https://wix.com/,wix.com,ranked-new-corpus,999377,true
new-0352,https://2gis.com/,2gis.com,ranked-new-corpus,999375,true
new-0353,https://unesco.org/,unesco.org,ranked-new-corpus,999372,true
new-0354,https://withgoogle.com/,withgoogle.com,ranked-new-corpus,999371,true
new-0355,https://ikea.com/,ikea.com,ranked-new-corpus,999370,true
new-0356,https://jotform.com/,jotform.com,ranked-new-corpus,999369,true
new-0357,https://nintendo.com/,nintendo.com,ranked-new-corpus,999368,true
new-0358,https://dyndns.org/,dyndns.org,ranked-new-corpus,999367,true
new-0359,https://loc.gov/,loc.gov,ranked-new-corpus,999365,true
new-0360,https://mega.co.nz/,mega.co.nz,ranked-new-corpus,999363,true
new-0361,https://tencent.com/,tencent.com,ranked-new-corpus,999362,true
new-0362,https://xhamster.com/,xhamster.com,ranked-new-corpus,999361,true
new-0363,https://sagepub.com/,sagepub.com,ranked-new-corpus,999360,true
new-0364,https://amazon.ca/,amazon.ca,ranked-new-corpus,999359,true
new-0365,https://nike.com/,nike.com,ranked-new-corpus,999358,true
new-0366,https://shopee.com.br/,shopee.com.br,ranked-new-corpus,999357,true
new-0367,https://uk.com/,uk.com,ranked-new-corpus,999356,true
new-0368,https://ups.com/,ups.com,ranked-new-corpus,999354,true
new-0369,https://mhverifier.ru/,mhverifier.ru,ranked-new-corpus,999352,true
new-0370,https://techcrunch.com/,techcrunch.com,ranked-new-corpus,999351,true
new-0371,https://surveymonkey.com/,surveymonkey.com,ranked-new-corpus,999350,true
new-0372,https://bytedns1.com/,bytedns1.com,ranked-new-corpus,999349,true
new-0373,https://britannica.com/,britannica.com,ranked-new-corpus,999348,true
new-0374,https://redhat.com/,redhat.com,ranked-new-corpus,999347,true
new-0375,https://yelp.com/,yelp.com,ranked-new-corpus,999346,true
new-0376,https://vedsalb.com/,vedsalb.com,ranked-new-corpus,999345,true
